queue_length,estimated_time,category,hour_of_day,day_of_week,is_weekend,wait_time
15,20,Civil Records,17,2,0,324.37620020121267
59,40,Legal,13,4,0,500.0
70,40,Legal,12,0,0,500.0
79,35,Finance,9,1,0,500.0
67,20,Civil Records,16,2,0,500.0
46,45,Travel,15,6,1,500.0
6,40,Legal,17,0,0,242.73853385142723
62,45,Travel,8,5,1,500.0
17,45,Travel,10,2,0,500.0
31,20,Civil Records,15,3,0,500.0
8,25,Transport,14,4,0,250.19926121041476
0,35,Finance,15,1,0,1.0
33,35,Finance,15,0,0,500.0
20,30,Identity,17,5,1,366.4683113659096
78,40,Legal,9,2,0,500.0
48,40,Legal,9,2,0,500.0
51,40,Legal,13,1,0,500.0
36,35,Finance,12,4,0,500.0
52,30,Identity,16,6,1,500.0
39,30,Identity,14,2,0,500.0
57,35,Finance,14,3,0,500.0
22,30,Identity,10,3,0,500.0
17,20,Civil Records,8,5,1,260.1078744193765
35,25,Transport,17,6,1,500.0
68,35,Finance,14,0,0,500.0
11,35,Finance,8,1,0,345.16554702876925
11,20,Civil Records,17,4,0,278.0793614745155
67,30,Identity,13,1,0,500.0
36,25,Transport,14,0,0,500.0
71,35,Finance,17,2,0,500.0
64,45,Travel,11,1,0,500.0
21,20,Civil Records,16,1,0,350.1198125196839
43,20,Civil Records,13,6,1,500.0
66,40,Legal,8,5,1,500.0
63,30,Identity,12,2,0,500.0
49,45,Travel,11,1,0,500.0
30,20,Civil Records,9,1,0,500.0
42,30,Identity,9,0,0,500.0
12,40,Legal,10,2,0,500.0
16,45,Travel,12,5,1,500.0
75,40,Legal,13,5,1,500.0
43,40,Legal,17,3,0,500.0
80,35,Finance,12,5,1,500.0
33,20,Civil Records,10,5,1,500.0
34,40,Legal,9,2,0,500.0
79,40,Legal,16,2,0,500.0
70,40,Legal,12,0,0,500.0
69,30,Identity,15,0,0,500.0
42,20,Civil Records,15,3,0,500.0
50,35,Finance,13,3,0,500.0
51,25,Transport,8,6,1,500.0
25,40,Legal,15,2,0,500.0
40,25,Transport,9,6,1,500.0
32,35,Finance,11,2,0,500.0
50,30,Identity,14,5,1,500.0
64,30,Identity,9,2,0,500.0
7,40,Legal,11,3,0,252.71560583267362
76,40,Legal,17,5,1,500.0
55,40,Legal,16,1,0,500.0
75,20,Civil Records,15,1,0,500.0
55,35,Finance,11,6,1,500.0
68,45,Travel,16,2,0,500.0
57,25,Transport,15,4,0,500.0
11,20,Civil Records,12,3,0,335.5418303806296
7,45,Travel,13,0,0,458.5460780032027
28,25,Transport,14,0,0,500.0
41,35,Finance,8,6,1,500.0
31,25,Transport,17,6,1,500.0
52,20,Civil Records,9,2,0,500.0
46,25,Transport,13,5,1,500.0
43,25,Transport,11,1,0,500.0
30,20,Civil Records,17,0,0,500.0
65,30,Identity,10,2,0,500.0
48,25,Transport,8,4,0,500.0
15,45,Travel,8,1,0,500.0
15,35,Finance,14,3,0,500.0
77,40,Legal,15,3,0,500.0
61,45,Travel,14,2,0,500.0
67,40,Legal,17,5,1,500.0
28,40,Legal,16,5,1,500.0
45,40,Legal,8,2,0,500.0
15,40,Legal,13,3,0,500.0
5,45,Travel,13,4,0,367.58209659403144
12,25,Transport,11,2,0,352.36262461966214
66,45,Travel,11,6,1,500.0
48,20,Civil Records,16,3,0,500.0
55,20,Civil Records,17,3,0,500.0
69,45,Travel,8,2,0,500.0
34,20,Civil Records,9,4,0,500.0
8,20,Civil Records,16,0,0,206.20110295748788
73,35,Finance,10,4,0,500.0
69,35,Finance,17,6,1,500.0
69,35,Finance,9,2,0,500.0
20,30,Identity,13,4,0,500.0
58,30,Identity,9,5,1,500.0
32,25,Transport,15,2,0,500.0
34,30,Identity,16,4,0,500.0
12,25,Transport,16,6,1,326.7235887093857
71,25,Transport,12,2,0,500.0
31,30,Identity,10,3,0,500.0
13,40,Legal,16,4,0,463.8662219602166
36,40,Legal,16,4,0,500.0
73,35,Finance,16,1,0,500.0
41,35,Finance,9,0,0,500.0
15,45,Travel,12,2,0,500.0
64,30,Identity,15,3,0,500.0
76,30,Identity,12,2,0,500.0
1,35,Finance,11,0,0,37.343970973518545
14,20,Civil Records,15,1,0,300.190991665714
76,45,Travel,16,6,1,500.0
4,40,Legal,16,6,1,133.80734898454503
0,30,Identity,17,4,0,1.0
7,35,Finance,14,6,1,226.8218550348362
28,40,Legal,13,3,0,500.0
40,20,Civil Records,9,2,0,500.0
37,40,Legal,15,0,0,500.0
42,30,Identity,12,2,0,500.0
6,35,Finance,10,1,0,205.628714912296
42,40,Legal,8,1,0,500.0
13,35,Finance,15,6,1,356.3283247555913
18,45,Travel,16,6,1,500.0
24,35,Finance,15,2,0,500.0
50,25,Transport,14,1,0,500.0
57,20,Civil Records,9,3,0,500.0
79,40,Legal,11,0,0,500.0
13,25,Transport,13,2,0,500.0
69,40,Legal,9,6,1,500.0
68,45,Travel,8,6,1,500.0
9,40,Legal,9,6,1,216.80518234422524
55,30,Identity,10,1,0,500.0
58,35,Finance,15,0,0,500.0
17,35,Finance,10,1,0,379.55800357321925
5,20,Civil Records,13,5,1,138.304921169545
26,45,Travel,15,2,0,500.0
52,35,Finance,15,3,0,500.0
66,30,Identity,12,3,0,500.0
77,35,Finance,14,2,0,500.0
0,25,Transport,13,6,1,1.0
70,40,Legal,11,0,0,500.0
78,45,Travel,9,5,1,500.0
72,35,Finance,16,2,0,500.0
28,35,Finance,17,6,1,500.0
60,25,Transport,12,2,0,500.0
56,40,Legal,15,0,0,500.0
2,25,Transport,12,4,0,54.79502856839338
42,35,Finance,17,6,1,500.0
54,20,Civil Records,8,4,0,500.0
70,25,Transport,10,1,0,500.0
20,35,Finance,10,0,0,500.0
51,45,Travel,17,6,1,500.0
57,30,Identity,14,6,1,500.0
16,30,Identity,8,6,1,375.310311124807
79,25,Transport,8,2,0,500.0
37,45,Travel,10,4,0,500.0
32,35,Finance,10,1,0,500.0
27,45,Travel,14,4,0,500.0
16,25,Transport,9,4,0,254.84118614159274
29,45,Travel,15,1,0,500.0
11,20,Civil Records,17,5,1,171.08755964291782
3,20,Civil Records,17,3,0,86.21215393421758
80,45,Travel,14,0,0,500.0
24,20,Civil Records,11,4,0,500.0
20,45,Travel,15,3,0,500.0
72,35,Finance,16,3,0,500.0
15,35,Finance,17,0,0,500.0
14,35,Finance,17,4,0,500.0
79,35,Finance,8,0,0,500.0
9,45,Travel,8,3,0,295.1513050591934
77,40,Legal,13,5,1,500.0
12,40,Legal,8,6,1,297.27541083040273
29,45,Travel,17,0,0,500.0
76,20,Civil Records,12,1,0,500.0
37,35,Finance,9,6,1,500.0
11,30,Identity,16,2,0,427.5038816079691
72,30,Identity,8,1,0,500.0
51,20,Civil Records,15,4,0,500.0
52,20,Civil Records,14,3,0,500.0
20,25,Transport,16,3,0,500.0
7,30,Identity,15,1,0,240.16852567907642
42,35,Finance,11,0,0,500.0
67,25,Transport,10,1,0,500.0
1,30,Identity,17,2,0,37.345877807206875
60,45,Travel,14,3,0,500.0
46,45,Travel,15,3,0,500.0
64,40,Legal,14,0,0,500.0
21,40,Legal,11,2,0,500.0
54,20,Civil Records,17,6,1,500.0
15,30,Identity,10,6,1,284.3896018587936
15,35,Finance,10,5,1,386.2817889658756
3,20,Civil Records,17,5,1,53.32156647562986
80,35,Finance,9,1,0,500.0
34,30,Identity,17,4,0,500.0
30,20,Civil Records,8,3,0,368.57299901744994
10,30,Identity,17,4,0,315.7411694378076
66,20,Civil Records,14,4,0,500.0
79,40,Legal,13,3,0,500.0
4,30,Identity,16,3,0,168.57409110425897
10,40,Legal,16,2,0,334.10384553737055
32,25,Transport,14,4,0,500.0
71,25,Transport,12,3,0,500.0
16,25,Transport,17,1,0,361.1569336589908
15,35,Finance,12,5,1,500.0
70,35,Finance,10,2,0,500.0
71,30,Identity,8,5,1,500.0
7,25,Transport,8,2,0,145.48513342599068
57,45,Travel,16,6,1,500.0
8,25,Transport,14,0,0,319.9764389002333
26,45,Travel,11,1,0,500.0
68,45,Travel,11,2,0,500.0
28,40,Legal,9,4,0,500.0
43,40,Legal,11,0,0,500.0
57,20,Civil Records,11,1,0,500.0
35,40,Legal,17,5,1,500.0
49,30,Identity,15,2,0,500.0
40,25,Transport,9,5,1,500.0
43,40,Legal,10,6,1,500.0
58,30,Identity,8,5,1,500.0
10,45,Travel,13,2,0,500.0
34,20,Civil Records,10,4,0,500.0
16,25,Transport,13,5,1,457.9073641007889
56,40,Legal,8,3,0,500.0
64,20,Civil Records,15,4,0,500.0
65,25,Transport,14,3,0,500.0
0,25,Transport,8,0,0,1.0
18,40,Legal,16,4,0,500.0
62,20,Civil Records,15,5,1,500.0
50,30,Identity,17,0,0,500.0
62,45,Travel,15,3,0,500.0
26,30,Identity,9,2,0,482.4371020205692
54,45,Travel,12,2,0,500.0
80,30,Identity,10,4,0,500.0
50,45,Travel,14,6,1,500.0
75,25,Transport,8,0,0,500.0
2,40,Legal,15,5,1,52.75235646383006
38,20,Civil Records,17,6,1,500.0
20,45,Travel,15,5,1,500.0
8,40,Legal,17,5,1,313.7285575171557
22,30,Identity,11,0,0,500.0
60,45,Travel,15,4,0,500.0
76,25,Transport,15,4,0,500.0
46,40,Legal,12,2,0,500.0
80,30,Identity,9,1,0,500.0
12,20,Civil Records,8,5,1,165.66307312854138
78,30,Identity,16,2,0,500.0
12,20,Civil Records,17,1,0,219.39117670787948
24,30,Identity,16,2,0,500.0
52,45,Travel,9,2,0,500.0
70,30,Identity,11,0,0,500.0
34,45,Travel,15,3,0,500.0
69,35,Finance,15,4,0,500.0
48,30,Identity,12,6,1,500.0
13,20,Civil Records,16,6,1,240.59149864906516
78,30,Identity,12,2,0,500.0
75,25,Transport,15,0,0,500.0
58,30,Identity,15,3,0,500.0
53,35,Finance,10,0,0,500.0
0,25,Transport,14,0,0,1.0
20,30,Identity,8,5,1,500.0
13,20,Civil Records,10,0,0,251.18829833492663
61,45,Travel,16,3,0,500.0
11,25,Transport,15,0,0,249.78587624516942
37,30,Identity,14,5,1,500.0
35,40,Legal,10,4,0,500.0
23,45,Travel,8,3,0,500.0
22,20,Civil Records,8,3,0,424.2770644772577
46,25,Transport,8,1,0,500.0
64,20,Civil Records,16,2,0,500.0
51,30,Identity,10,3,0,500.0
68,30,Identity,14,6,1,500.0
72,30,Identity,15,6,1,500.0
55,25,Transport,16,2,0,500.0
73,30,Identity,12,3,0,500.0
9,25,Transport,11,0,0,149.5475120061118
7,40,Legal,14,1,0,438.1701225928745
74,30,Identity,16,3,0,500.0
29,20,Civil Records,9,4,0,361.9838541854451
68,20,Civil Records,15,2,0,500.0
55,40,Legal,12,3,0,500.0
16,30,Identity,12,4,0,500.0
69,30,Identity,16,1,0,500.0
20,40,Legal,8,1,0,500.0
65,40,Legal,13,4,0,500.0
41,35,Finance,11,6,1,500.0
17,25,Transport,17,4,0,500.0
52,40,Legal,9,3,0,500.0
8,35,Finance,17,5,1,352.4116214725529
44,30,Identity,10,3,0,500.0
80,25,Transport,15,0,0,500.0
13,45,Travel,8,5,1,388.7488054864909
62,30,Identity,13,2,0,500.0
34,25,Transport,16,4,0,500.0
10,30,Identity,17,2,0,264.70331796019826
45,30,Identity,12,3,0,500.0
64,20,Civil Records,9,4,0,500.0
17,40,Legal,15,4,0,500.0
15,30,Identity,9,6,1,379.5522010151163
10,25,Transport,11,2,0,318.31000375912845
49,30,Identity,12,2,0,500.0
76,30,Identity,16,2,0,500.0
29,25,Transport,9,6,1,500.0
5,20,Civil Records,11,3,0,113.23088852558196
80,25,Transport,15,3,0,500.0
13,30,Identity,9,4,0,290.11348664443597
21,30,Identity,8,5,1,316.8077372616106
66,20,Civil Records,15,6,1,500.0
0,35,Finance,12,1,0,1.0
3,40,Legal,11,5,1,81.78417312684232
78,30,Identity,13,3,0,500.0
29,40,Legal,11,4,0,500.0
0,45,Travel,9,5,1,1.0
48,25,Transport,15,6,1,500.0
64,25,Transport,13,0,0,500.0
77,40,Legal,12,1,0,500.0
6,20,Civil Records,9,6,1,103.30573613863957
49,35,Finance,10,3,0,500.0
75,40,Legal,17,6,1,500.0
47,25,Transport,11,4,0,500.0
32,25,Transport,8,1,0,500.0
21,30,Identity,11,6,1,500.0
74,35,Finance,17,3,0,500.0
0,45,Travel,17,4,0,1.0
5,20,Civil Records,9,4,0,106.56793973487814
47,35,Finance,9,5,1,500.0
9,45,Travel,14,3,0,500.0
34,20,Civil Records,16,2,0,500.0
45,45,Travel,9,5,1,500.0
47,45,Travel,10,5,1,500.0
42,45,Travel,8,5,1,500.0
80,25,Transport,8,2,0,500.0
70,40,Legal,12,6,1,500.0
7,25,Transport,15,5,1,157.53992966668875
80,25,Transport,15,0,0,500.0
74,25,Transport,12,6,1,500.0
74,30,Identity,15,2,0,500.0
16,30,Identity,13,5,1,500.0
38,35,Finance,10,6,1,500.0
75,40,Legal,8,4,0,500.0
34,45,Travel,14,5,1,500.0
26,20,Civil Records,16,0,0,500.0
33,25,Transport,9,2,0,469.7247987123396
30,40,Legal,9,5,1,500.0
60,45,Travel,9,2,0,500.0
19,40,Legal,11,0,0,500.0
77,40,Legal,10,2,0,500.0
27,40,Legal,17,3,0,500.0
24,35,Finance,9,5,1,410.3817320887983
8,40,Legal,11,2,0,319.07441243944936
53,20,Civil Records,12,1,0,500.0
29,40,Legal,10,4,0,500.0
35,45,Travel,13,6,1,500.0
33,20,Civil Records,12,4,0,500.0
60,30,Identity,9,4,0,500.0
41,40,Legal,16,2,0,500.0
17,40,Legal,14,5,1,500.0
67,35,Finance,8,3,0,500.0
31,30,Identity,16,6,1,500.0
41,25,Transport,14,5,1,500.0
32,25,Transport,15,5,1,500.0
46,20,Civil Records,11,0,0,500.0
12,25,Transport,11,5,1,225.76209613679183
44,20,Civil Records,16,3,0,500.0
11,45,Travel,11,4,0,500.0
20,20,Civil Records,8,5,1,237.85196395976962
11,20,Civil Records,11,3,0,276.58044886542615
19,30,Identity,10,6,1,500.0
4,25,Transport,9,4,0,71.68676757573404
7,35,Finance,8,0,0,177.3231091287748
34,20,Civil Records,12,4,0,500.0
24,40,Legal,15,2,0,500.0
54,20,Civil Records,11,2,0,500.0
46,30,Identity,15,6,1,500.0
62,25,Transport,13,4,0,500.0
51,45,Travel,8,6,1,500.0
50,40,Legal,17,5,1,500.0
56,25,Transport,11,1,0,500.0
11,40,Legal,13,5,1,500.0
32,35,Finance,9,5,1,500.0
50,30,Identity,9,3,0,500.0
72,20,Civil Records,9,2,0,500.0
38,25,Transport,16,3,0,500.0
56,40,Legal,13,2,0,500.0
13,35,Finance,16,6,1,291.6150437967845
61,45,Travel,14,1,0,500.0
1,40,Legal,13,0,0,65.04697288274191
22,35,Finance,13,2,0,500.0
62,45,Travel,12,3,0,500.0
32,20,Civil Records,17,4,0,500.0
31,35,Finance,13,0,0,500.0
27,45,Travel,14,5,1,500.0
33,25,Transport,15,5,1,500.0
2,35,Finance,9,5,1,55.77906708295682
35,25,Transport,17,1,0,500.0
30,40,Legal,15,6,1,500.0
77,40,Legal,17,0,0,500.0
55,25,Transport,10,3,0,500.0
25,30,Identity,8,3,0,500.0
47,35,Finance,14,0,0,500.0
56,25,Transport,14,6,1,500.0
68,35,Finance,13,5,1,500.0
20,40,Legal,9,2,0,500.0
78,30,Identity,12,2,0,500.0
26,35,Finance,10,3,0,500.0
18,20,Civil Records,12,3,0,500.0
42,20,Civil Records,13,6,1,500.0
10,45,Travel,15,1,0,500.0
71,30,Identity,8,0,0,500.0
15,45,Travel,9,1,0,427.4935820157284
42,20,Civil Records,14,1,0,500.0
64,30,Identity,14,6,1,500.0
69,20,Civil Records,14,4,0,500.0
51,25,Transport,8,2,0,500.0
33,35,Finance,14,0,0,500.0
0,35,Finance,17,2,0,1.0
25,40,Legal,10,1,0,500.0
21,30,Identity,13,4,0,500.0
11,20,Civil Records,17,6,1,189.27721129794966
9,40,Legal,9,0,0,243.03466091331305
64,45,Travel,13,1,0,500.0
6,35,Finance,12,1,0,361.46070647907794
48,20,Civil Records,9,0,0,500.0
43,45,Travel,9,1,0,500.0
20,20,Civil Records,16,4,0,376.2240579007635
22,20,Civil Records,10,1,0,500.0
20,30,Identity,13,4,0,500.0
17,45,Travel,13,6,1,500.0
54,45,Travel,9,3,0,500.0
56,35,Finance,15,3,0,500.0
29,45,Travel,17,0,0,500.0
53,30,Identity,11,5,1,500.0
74,25,Transport,12,2,0,500.0
57,30,Identity,12,1,0,500.0
34,25,Transport,9,5,1,402.45814189133796
36,40,Legal,13,6,1,500.0
6,30,Identity,13,0,0,186.6634031318035
67,45,Travel,13,3,0,500.0
74,20,Civil Records,11,5,1,500.0
56,20,Civil Records,12,3,0,500.0
63,45,Travel,12,2,0,500.0
12,25,Transport,14,4,0,413.394445604681
63,35,Finance,10,4,0,500.0
20,20,Civil Records,15,5,1,440.30659084515975
39,45,Travel,13,2,0,500.0
17,40,Legal,9,4,0,500.0
40,45,Travel,11,1,0,500.0
72,40,Legal,14,3,0,500.0
29,40,Legal,8,5,1,500.0
51,20,Civil Records,15,0,0,500.0
58,40,Legal,9,5,1,500.0
36,35,Finance,12,5,1,500.0
42,35,Finance,8,4,0,500.0
61,30,Identity,10,6,1,500.0
58,30,Identity,13,3,0,500.0
76,35,Finance,10,3,0,500.0
5,45,Travel,9,1,0,259.6932814223912
67,40,Legal,17,3,0,500.0
49,20,Civil Records,17,2,0,500.0
18,30,Identity,10,6,1,494.8486547470104
51,35,Finance,10,5,1,500.0
60,35,Finance,15,1,0,500.0
40,20,Civil Records,8,4,0,500.0
30,30,Identity,9,0,0,500.0
27,40,Legal,13,1,0,500.0
26,30,Identity,14,1,0,500.0
80,20,Civil Records,9,0,0,500.0
65,30,Identity,11,5,1,500.0
42,25,Transport,14,0,0,500.0
22,45,Travel,11,0,0,500.0
35,25,Transport,15,0,0,500.0
69,40,Legal,13,6,1,500.0
79,45,Travel,14,2,0,500.0
29,25,Transport,11,6,1,464.65352933899106
52,20,Civil Records,17,1,0,500.0
50,25,Transport,13,1,0,500.0
64,20,Civil Records,17,5,1,500.0
55,20,Civil Records,10,3,0,500.0
72,35,Finance,9,2,0,500.0
48,20,Civil Records,13,6,1,500.0
16,25,Transport,17,3,0,390.55808601226397
53,45,Travel,11,2,0,500.0
12,35,Finance,14,5,1,444.7235035129911
63,35,Finance,12,3,0,500.0
26,45,Travel,14,3,0,500.0
48,30,Identity,10,0,0,500.0
43,35,Finance,10,0,0,500.0
2,45,Travel,8,2,0,81.85422088119472
15,20,Civil Records,13,3,0,340.76591829986086
29,40,Legal,9,3,0,500.0
36,45,Travel,16,4,0,500.0
2,25,Transport,13,1,0,79.76213445153387
38,30,Identity,13,0,0,500.0
33,45,Travel,11,5,1,500.0
34,35,Finance,13,6,1,500.0
31,40,Legal,13,0,0,500.0
43,35,Finance,12,3,0,500.0
40,40,Legal,16,4,0,500.0
36,30,Identity,16,5,1,500.0
73,45,Travel,11,5,1,500.0
31,40,Legal,15,4,0,500.0
16,45,Travel,15,0,0,500.0
10,20,Civil Records,10,5,1,156.76978581115998
30,40,Legal,13,4,0,500.0
29,25,Transport,12,2,0,500.0
79,30,Identity,17,5,1,500.0
29,35,Finance,10,4,0,500.0
36,35,Finance,15,6,1,500.0
74,30,Identity,15,3,0,500.0
39,25,Transport,16,4,0,500.0
49,40,Legal,14,1,0,500.0
40,45,Travel,11,4,0,500.0
36,45,Travel,16,4,0,500.0
69,40,Legal,16,1,0,500.0
28,40,Legal,10,1,0,500.0
24,25,Transport,15,4,0,500.0
9,30,Identity,11,6,1,272.9452845512032
7,25,Transport,11,2,0,177.23483979094797
31,30,Identity,13,1,0,500.0
14,35,Finance,15,0,0,500.0
47,35,Finance,17,1,0,500.0
32,40,Legal,17,6,1,500.0
2,30,Identity,16,5,1,62.705490464328804
28,35,Finance,11,6,1,500.0
5,20,Civil Records,15,0,0,104.43347324413803
70,45,Travel,9,4,0,500.0
22,30,Identity,8,1,0,500.0
45,40,Legal,10,0,0,500.0
32,40,Legal,17,4,0,500.0
11,35,Finance,17,4,0,500.0
42,45,Travel,10,1,0,500.0
40,25,Transport,10,3,0,500.0
78,40,Legal,15,4,0,500.0
68,30,Identity,16,1,0,500.0
31,20,Civil Records,9,6,1,500.0
77,25,Transport,17,3,0,500.0
53,40,Legal,10,4,0,500.0
58,40,Legal,13,4,0,500.0
7,20,Civil Records,14,3,0,230.22424108067779
72,30,Identity,16,1,0,500.0
38,25,Transport,13,6,1,500.0
56,40,Legal,16,0,0,500.0
63,45,Travel,14,2,0,500.0
76,45,Travel,14,6,1,500.0
58,35,Finance,11,4,0,500.0
29,20,Civil Records,12,0,0,500.0
10,30,Identity,14,3,0,470.2536152185628
79,40,Legal,12,5,1,500.0
44,25,Transport,13,4,0,500.0
61,35,Finance,11,1,0,500.0
29,45,Travel,16,3,0,500.0
35,40,Legal,8,0,0,500.0
22,30,Identity,13,5,1,500.0
7,40,Legal,13,4,0,438.49163924865974
31,20,Civil Records,8,0,0,500.0
34,20,Civil Records,15,6,1,434.265871479522
69,35,Finance,16,5,1,500.0
24,30,Identity,14,4,0,500.0
4,30,Identity,15,0,0,148.97370841906633
77,20,Civil Records,13,4,0,500.0
74,20,Civil Records,14,2,0,500.0
31,35,Finance,14,6,1,500.0
20,45,Travel,11,4,0,500.0
8,30,Identity,13,0,0,239.72065985913144
9,40,Legal,8,1,0,312.21014460733915
25,40,Legal,17,1,0,500.0
72,20,Civil Records,11,6,1,500.0
45,20,Civil Records,10,1,0,500.0
31,25,Transport,16,3,0,500.0
63,25,Transport,9,4,0,500.0
40,30,Identity,12,4,0,500.0
43,30,Identity,12,3,0,500.0
32,25,Transport,13,2,0,500.0
73,45,Travel,12,0,0,500.0
32,30,Identity,8,0,0,500.0
44,35,Finance,10,6,1,500.0
58,40,Legal,10,4,0,500.0
54,30,Identity,9,1,0,500.0
17,45,Travel,15,4,0,500.0
29,40,Legal,11,4,0,500.0
49,40,Legal,11,4,0,500.0
52,20,Civil Records,15,3,0,500.0
76,20,Civil Records,8,4,0,500.0
43,30,Identity,11,0,0,500.0
59,20,Civil Records,10,0,0,500.0
32,40,Legal,8,1,0,500.0
4,20,Civil Records,13,4,0,109.6431263173171
74,45,Travel,15,5,1,500.0
29,25,Transport,11,5,1,500.0
8,35,Finance,15,0,0,269.25472687816574
15,30,Identity,17,0,0,384.98728875009203
42,20,Civil Records,16,4,0,500.0
2,35,Finance,10,6,1,60.27092088828983
7,40,Legal,14,3,0,311.5787491145451
46,45,Travel,12,6,1,500.0
1,30,Identity,15,3,0,29.095353630018256
0,40,Legal,15,6,1,1.0
5,45,Travel,11,0,0,180.08902454555493
69,45,Travel,14,4,0,500.0
74,30,Identity,13,2,0,500.0
39,45,Travel,15,0,0,500.0
37,30,Identity,17,6,1,500.0
40,35,Finance,8,4,0,500.0
1,25,Transport,8,6,1,13.968629198022525
13,20,Civil Records,17,1,0,285.8919120447963
30,20,Civil Records,12,1,0,500.0
56,25,Transport,17,0,0,500.0
2,45,Travel,14,1,0,146.67533856074112
80,35,Finance,15,4,0,500.0
6,20,Civil Records,9,0,0,108.72734496151993
44,45,Travel,17,0,0,500.0
77,30,Identity,9,1,0,500.0
22,35,Finance,12,3,0,500.0
75,40,Legal,15,0,0,500.0
59,20,Civil Records,14,1,0,500.0
13,20,Civil Records,9,4,0,211.6600033602449
80,30,Identity,9,2,0,500.0
77,25,Transport,16,6,1,500.0
45,45,Travel,12,3,0,500.0
60,40,Legal,16,3,0,500.0
11,40,Legal,13,0,0,500.0
8,20,Civil Records,9,2,0,117.93555130672497
12,35,Finance,15,1,0,500.0
60,45,Travel,11,4,0,500.0
3,25,Transport,8,2,0,69.54215570685622
64,40,Legal,9,3,0,500.0
37,25,Transport,9,0,0,500.0
18,20,Civil Records,16,1,0,397.47171169589626
73,20,Civil Records,17,0,0,500.0
45,30,Identity,12,6,1,500.0
1,25,Transport,10,6,1,18.69933773046085
5,25,Transport,10,3,0,181.13167653158106
5,35,Finance,16,3,0,206.73400236214135
18,40,Legal,13,2,0,500.0
40,45,Travel,9,4,0,500.0
38,30,Identity,12,1,0,500.0
42,20,Civil Records,17,4,0,500.0
26,35,Finance,13,3,0,500.0
0,30,Identity,17,5,1,1.0
37,40,Legal,16,0,0,500.0
8,30,Identity,12,1,0,468.2638977877475
38,40,Legal,8,4,0,500.0
40,25,Transport,17,2,0,500.0
62,35,Finance,9,2,0,500.0
71,20,Civil Records,16,6,1,500.0
9,30,Identity,13,6,1,379.4153333695925
18,25,Transport,13,4,0,500.0
45,30,Identity,10,3,0,500.0
32,45,Travel,16,5,1,500.0
12,30,Identity,13,5,1,423.97116491656016
22,25,Transport,13,0,0,500.0
12,35,Finance,9,4,0,371.5291916244563
79,35,Finance,10,6,1,500.0
37,20,Civil Records,15,5,1,500.0
18,40,Legal,13,3,0,500.0
66,30,Identity,16,0,0,500.0
11,35,Finance,12,5,1,500.0
0,25,Transport,17,0,0,1.0
46,35,Finance,16,1,0,500.0
27,45,Travel,10,5,1,500.0
18,30,Identity,17,5,1,497.29283734455964
12,20,Civil Records,15,0,0,337.66767114658285
13,25,Transport,9,1,0,219.99258923230178
25,30,Identity,17,6,1,500.0
62,35,Finance,12,0,0,500.0
42,25,Transport,12,6,1,500.0
15,40,Legal,12,2,0,500.0
70,20,Civil Records,14,1,0,500.0
52,45,Travel,16,4,0,500.0
30,40,Legal,15,6,1,500.0
11,20,Civil Records,9,2,0,172.84263185921387
29,45,Travel,10,5,1,500.0
22,25,Transport,16,0,0,500.0
19,45,Travel,12,6,1,500.0
49,30,Identity,8,5,1,500.0
36,45,Travel,11,1,0,500.0
32,40,Legal,12,2,0,500.0
10,35,Finance,11,2,0,448.9645003705514
60,35,Finance,10,5,1,500.0
75,30,Identity,8,1,0,500.0
28,30,Identity,17,5,1,500.0
36,30,Identity,12,2,0,500.0
9,40,Legal,15,1,0,316.3327326142068
80,40,Legal,13,4,0,500.0
70,30,Identity,9,2,0,500.0
0,40,Legal,10,0,0,1.0
69,20,Civil Records,9,2,0,500.0
70,25,Transport,16,3,0,500.0
50,20,Civil Records,12,3,0,500.0
78,35,Finance,10,6,1,500.0
45,25,Transport,14,2,0,500.0
80,30,Identity,16,5,1,500.0
55,30,Identity,14,3,0,500.0
74,35,Finance,10,2,0,500.0
73,35,Finance,9,6,1,500.0
62,25,Transport,16,3,0,500.0
75,45,Travel,16,4,0,500.0
29,35,Finance,15,0,0,500.0
26,25,Transport,13,1,0,500.0
60,45,Travel,11,4,0,500.0
51,20,Civil Records,16,2,0,500.0
44,40,Legal,8,2,0,500.0
78,40,Legal,9,1,0,500.0
55,40,Legal,10,3,0,500.0
26,30,Identity,14,4,0,500.0
1,45,Travel,16,2,0,58.35398456300958
28,40,Legal,10,2,0,500.0
49,40,Legal,14,2,0,500.0
32,30,Identity,13,1,0,500.0
55,40,Legal,9,5,1,500.0
36,25,Transport,12,0,0,500.0
15,35,Finance,10,1,0,500.0
52,25,Transport,12,2,0,500.0
61,30,Identity,13,2,0,500.0
19,35,Finance,11,3,0,500.0
5,35,Finance,17,1,0,211.39038969516935
43,25,Transport,8,3,0,500.0
5,35,Finance,16,3,0,159.10836449367423
35,30,Identity,10,5,1,500.0
53,20,Civil Records,14,0,0,500.0
8,45,Travel,10,6,1,376.3468253127606
34,35,Finance,13,4,0,500.0
62,30,Identity,12,0,0,500.0
4,20,Civil Records,15,0,0,102.86079116094152
38,40,Legal,8,1,0,500.0
18,40,Legal,11,3,0,500.0
79,35,Finance,9,5,1,500.0
43,45,Travel,14,4,0,500.0
21,30,Identity,15,1,0,500.0
80,25,Transport,10,6,1,500.0
26,45,Travel,10,6,1,500.0
73,25,Transport,9,3,0,500.0
47,30,Identity,16,3,0,500.0
